Ticker,Name
GBCI,"GLACIER BANCORP, INC."
GBIO,Generation Bio Co.
GBTG,"Global Business Travel Group, Inc."
GBX,GREENBRIER COMPANIES INC
GCBC,GREENE COUNTY BANCORP INC
GCI,"Gannett Co., Inc."
GCMG,GCM Grosvenor Inc.
GCO,GENESCO INC
GDEN,"GOLDEN ENTERTAINMENT, INC."
GDOT,GREEN DOT CORP
GDYN,"GRID DYNAMICS HOLDINGS, INC."
GEF,"GREIF, INC"
GEFB,"GREIF, INC"
GENC,GENCOR INDUSTRIES INC
GEO,GEO GROUP INC
GERN,GERON CORP
GES,GUESS INC
GEVO,"Gevo, Inc."
GFF,GRIFFON CORP
GH,"Guardant Health, Inc."
GHC,Graham Holdings Co
GIC,GLOBAL INDUSTRIAL Co
GIII,G III APPAREL GROUP LTD /DE/
GKOS,GLAUKOS Corp
GLDD,Great Lakes Dredge & Dock CORP
GLNG,GOLAR LNG LTD
GLRE,"GREENLIGHT CAPITAL RE, LTD."
GLT,Glatfelter Corp
GLUE,"Monte Rosa Therapeutics, Inc."
GMRE,Global Medical REIT Inc.
GMS,GMS Inc.
GNE,Genie Energy Ltd.
GNK,GENCO SHIPPING & TRADING LTD
GNL,"Global Net Lease, Inc."
GNLX,GENELUX Corp
GNTY,GUARANTY BANCSHARES INC /TX/
GNW,GENWORTH FINANCIAL INC
GOCO,"GoHealth, Inc."
GOGL,Golden Ocean Group Ltd
GOGO,Gogo Inc.
GOLF,Acushnet Holdings Corp.
GOOD,GLADSTONE COMMERCIAL CORP
GORV,"Lazydays Holdings, Inc."
GPI,GROUP 1 AUTOMOTIVE INC
GPMT,Granite Point Mortgage Trust Inc.
GPOR,GULFPORT ENERGY CORP
GPRE,Green Plains Inc.
GPRO,"GoPro, Inc."
GRBK,"Green Brick Partners, Inc."
GRC,GORMAN RUPP CO
GRND,Grindr Inc.
GRNT,"Granite Ridge Resources, Inc."
GRPH,"Graphite Bio, Inc."
GRTS,"Gritstone bio, Inc."
GRWG,GrowGeneration Corp.
GSAT,"Globalstar, Inc."
GSBC,"GREAT SOUTHERN BANCORP, INC."
GSHD,"Goosehead Insurance, Inc."
GT,GOODYEAR TIRE & RUBBER CO /OH/
GTLS,CHART INDUSTRIES INC
GTN,GRAY TELEVISION INC
GTXI,
GTY,GETTY REALTY CORP /MD/
GVA,GRANITE CONSTRUCTION INC
GWH,"ESS Tech, Inc."
GWRS,"Global Water Resources, Inc."
HA,HAWAIIAN HOLDINGS INC
HAE,HAEMONETICS CORP
HAFC,HANMI FINANCIAL CORP
HAIN,HAIN CELESTIAL GROUP INC
HALO,"HALOZYME THERAPEUTICS, INC."
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc."
HAYN,HAYNES INTERNATIONAL INC
HBCP,"HOME BANCORP, INC."
HBI,Hanesbrands Inc.
HBIO,HARVARD BIOSCIENCE INC
HBNC,HORIZON BANCORP INC /IN/
HBT,"HBT Financial, Inc."
HCAT,"Health Catalyst, Inc."
HCC,"WARRIOR MET COAL, INC."
HCI,"HCI Group, Inc."
HCKT,"HACKETT GROUP, INC."
HCSG,HEALTHCARE SERVICES GROUP INC
HDSN,HUDSON TECHNOLOGIES INC /NY
HEAR,Turtle Beach Corp
HEES,"H&E Equipment Services, Inc."
HELE,HELEN OF TROY LTD
HFFG,HF Foods Group Inc.
HFWA,HERITAGE FINANCIAL CORP /WA/
HGV,Hilton Grand Vacations Inc.
HI,"Hillenbrand, Inc."
HIBB,HIBBETT INC
HIFS,Hingham Institution for Savings
HIMS,"Hims & Hers Health, Inc."
HIPO,Hippo Holdings Inc.
HL,HECLA MINING CO/DE/
HLF,HERBALIFE LTD.
HLIO,"HELIOS TECHNOLOGIES, INC."
HLIT,HARMONIC INC
HLLY,Holley Inc.
HLMN,Hillman Solutions Corp.
HLNE,Hamilton Lane INC
HLVX,"HilleVax, Inc."
HLX,HELIX ENERGY SOLUTIONS GROUP INC
HMN,HORACE MANN EDUCATORS CORP /DE/
HMST,"HomeStreet, Inc."
HNI,HNI CORP
HNRG,HALLADOR ENERGY CO
HOFT,HOOKER FURNISHINGS Corp
HOMB,HOME BANCSHARES INC
HONE,HarborOne Bancorp Inc
HOPE,HOPE BANCORP INC
HOUS,Anywhere Real Estate Inc.
HOV,HOVNANIAN ENTERPRISES INC
HP,"Helmerich & Payne, Inc."
HPK,"HighPeak Energy, Inc."
HPP,"Hudson Pacific Properties, Inc."
HQI,"HireQuest, Inc."
HQY,"HEALTHEQUITY, INC."
HRI,HERC HOLDINGS INC
HRMY,"Harmony Biosciences Holdings, Inc."
HROW,"HARROW, INC."
HRT,HireRight Holdings Corp
HRTX,"HERON THERAPEUTICS, INC. /DE/"
HSHP,Himalaya Shipping Ltd.
HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC
HSTM,HEALTHSTREAM INC
HTBI,"HomeTrust Bancshares, Inc."
HTBK,HERITAGE COMMERCE CORP
HTH,Hilltop Holdings Inc.
HTLD,HEARTLAND EXPRESS INC
HTLF,HEARTLAND FINANCIAL USA INC
HUBG,"Hub Group, Inc."
HUMA,"Humacyte, Inc."
HURN,Huron Consulting Group Inc.
HVT,HAVERTY FURNITURE COMPANIES INC
HWC,HANCOCK WHITNEY CORP
HWKN,HAWKINS INC
HY,"HYSTER-YALE MATERIALS HANDLING, INC."
HYLN,Hyliion Holdings Corp.
HZO,MARINEMAX INC
IAS,INTEGRAL AD SCIENCE HOLDING CORP.
IAUX,i-80 Gold Corp.
IBCP,INDEPENDENT BANK CORP /MI/
IBEX,IBEX Ltd
IBOC,INTERNATIONAL BANCSHARES CORP
IBP,"Installed Building Products, Inc."
IBRX,"ImmunityBio, Inc."
IBTX,"Independent Bank Group, Inc."
ICFI,"ICF International, Inc."
ICHR,"ICHOR HOLDINGS, LTD."
ICVX,
IDCC,"InterDigital, Inc."
IDT,IDT CORP
IDYA,"IDEAYA Biosciences, Inc."
IE,Ivanhoe Electric Inc.
IESC,"IES Holdings, Inc."
IGMS,"IGM Biosciences, Inc."
IGT,International Game Technology PLC
IHRT,"iHeartMedia, Inc."
III,Information Services Group Inc.
IIIN,INSTEEL INDUSTRIES INC
IIIV,"i3 Verticals, Inc."
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC
IKNA,"Ikena Oncology, Inc."
IMAX,IMAX CORP
IMKTA,INGLES MARKETS INC
IMMR,IMMERSION CORP
IMRX,Immuneering Corp
IMVT,"Immunovant, Inc."
IMXI,"International Money Express, Inc."
INBX,"Inhibrx, Inc."
INDB,INDEPENDENT BANK CORP
INDI,"indie Semiconductor, Inc."
INFN,Infinera Corp
INFU,"InfuSystem Holdings, Inc"
INGN,Inogen Inc
INMD,InMode Ltd.
INN,"Summit Hotel Properties, Inc."
INNV,InnovAge Holding Corp.
INOD,INNODATA INC
INSE,"Inspired Entertainment, Inc."
INSM,INSMED Inc
INST,"INSTRUCTURE HOLDINGS, INC."
INSW,"International Seaways, Inc."
INTA,"Intapp, Inc."
INTT,INTEST CORP
INVA,"Innoviva, Inc."
INZY,"Inozyme Pharma, Inc."
IONQ,"IonQ, Inc."
IOSP,INNOSPEC INC.
IOVA,"IOVANCE BIOTHERAPEUTICS, INC."
IPAR,INTER PARFUMS INC
IPI,"Intrepid Potash, Inc."
IPSC,"Century Therapeutics, Inc."
IRBT,IROBOT CORP
IRMD,IRADIMED CORP
IRON,"Disc Medicine, Inc."
IRT,"INDEPENDENCE REALTY TRUST, INC."
IRTC,"iRhythm Technologies, Inc."
IRWD,IRONWOOD PHARMACEUTICALS INC
ISPR,Ispire Technology Inc.
ITCI,"Intra-Cellular Therapies, Inc."
ITGR,Integer Holdings Corp
ITI,"ITERIS, INC."
ITIC,INVESTORS TITLE CO
ITOS,"iTeos Therapeutics, Inc."
ITRI,"ITRON, INC."
IVAC,INTEVAC INC
IVR,Invesco Mortgage Capital Inc.
IVT,InvenTrust Properties Corp.
JACK,JACK IN THE BOX INC
JAKK,JAKKS PACIFIC INC
JAMF,Jamf Holding Corp.
JANX,"Janux Therapeutics, Inc."
JBGS,JBG SMITH Properties
JBI,"Janus International Group, Inc."
JBLU,JETBLUE AIRWAYS CORP
JBSS,SANFILIPPO JOHN B & SON INC
JBT,John Bean Technologies CORP
JELD,"JELD-WEN Holding, Inc."
JILL,J. Jill Inc
JJSF,J&J SNACK FOODS CORP
JMSB,"John Marshall Bancorp, Inc."
JOBY,"Joby Aviation, Inc."
JOE,ST JOE Co
JOUT,JOHNSON OUTDOORS INC
JRVR,"James River Group Holdings, Ltd."
JXN,Jackson Financial Inc.
JYNT,JOINT Corp
KAI,KADANT INC
KALU,KAISER ALUMINUM CORP
KALV,"KalVista Pharmaceuticals, Inc."
KAMN,KAMAN Corp
KAR,"OPENLANE, Inc."
KBH,KB HOME
KE,"Kimball Electronics, Inc."
KELYA,KELLY SERVICES INC
KFRC,KFORCE INC
KFS,KINGSWAY FINANCIAL SERVICES INC
KFY,KORN FERRY
KGS,"Kodiak Gas Services, Inc."
KIDS,ORTHOPEDIATRICS CORP
KIND,"Nextdoor Holdings, Inc."
KLIC,KULICKE & SOFFA INDUSTRIES INC
KLTR,"Kaltura, Inc."
KLXE,"KLX Energy Services Holdings, Inc."
KMT,KENNAMETAL INC
KN,Knowles Corp
KNF,Knife River Corp
KNSA,"Kiniksa Pharmaceuticals, Ltd."
KNTK,Kinetik Holdings Inc.
KOD,Kodiak Sciences Inc.
KODK,EASTMAN KODAK CO
KOP,Koppers Holdings Inc.
KOS,Kosmos Energy Ltd.
KPTI,Karyopharm Therapeutics Inc.
KREF,KKR Real Estate Finance Trust Inc.
KRG,KITE REALTY GROUP TRUST
KRMD,"KORU Medical Systems, Inc."
KRNY,Kearny Financial Corp-MD
KRO,KRONOS WORLDWIDE INC
KROS,"Keros Therapeutics, Inc."
KRT,Karat Packaging Inc.
KRUS,"KURA SUSHI USA, INC."
KRYS,"Krystal Biotech, Inc."
KTB,"Kontoor Brands, Inc."
KTOS,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
KURA,"Kura Oncology, Inc."
KVHI,KVH INDUSTRIES INC \DE\
KW,"Kennedy-Wilson Holdings, Inc."
KWR,QUAKER CHEMICAL CORP
KYMR,"Kymera Therapeutics, Inc."
KZR,"Kezar Life Sciences, Inc."
LADR,Ladder Capital Corp
LANC,LANCASTER COLONY CORP
LAND,GLADSTONE LAND Corp
LASR,"NLIGHT, INC."
LAUR,"LAUREATE EDUCATION, INC."
LAW,"CS Disco, Inc."
LAZR,"Luminar Technologies, Inc./DE"
LBAI,LAKELAND BANCORP INC
LBC,Libero Copper & Gold Corp
LBPH,"Longboard Pharmaceuticals, Inc."
LBRT,Liberty Energy Inc.
LC,LendingClub Corp
LCII,LCI INDUSTRIES
LCNB,LCNB CORP
LCTX,"Lineage Cell Therapeutics, Inc."
LE,"LANDS' END, INC."
LEGH,Legacy Housing Corp
LESL,"Leslie's, Inc."
LEU,CENTRUS ENERGY CORP
LFST,"LifeStance Health Group, Inc."
LGFA,LIONS GATE ENTERTAINMENT CORP /CN/
LGFB,LIONS GATE ENTERTAINMENT CORP /CN/
LGIH,"LGI Homes, Inc."
LGND,LIGAND PHARMACEUTICALS INC
LICY,Li-Cycle Holdings Corp.
LILA,Liberty Latin America Ltd.
LILAK,Liberty Latin America Ltd.
LINC,LINCOLN EDUCATIONAL SERVICES CORP
LIND,"LINDBLAD EXPEDITIONS HOLDINGS, INC."
LIVN,LivaNova PLC
LKFN,LAKELAND FINANCIAL CORP
LLAP,Terran Orbital Corp
LMAT,LEMAITRE VASCULAR INC
LMB,"Limbach Holdings, Inc."
LMND,"Lemonade, Inc."
LMNR,Limoneira CO
LNN,LINDSAY CORP
LNTH,"Lantheus Holdings, Inc."
LNW,"Light & Wonder, Inc."
LNZA,"LanzaTech Global, Inc."
LOB,"Live Oak Bancshares, Inc."
LOCO,"El Pollo Loco Holdings, Inc."
LOVE,Lovesac Co
LPG,DORIAN LPG LTD.
LPRO,Open Lending Corp
LPSN,LIVEPERSON INC
LPTV,"Loop Media, Inc."
LQDA,Liquidia Corp
LQDT,LIQUIDITY SERVICES INC
LRMR,"Larimar Therapeutics, Inc."
LRN,"Stride, Inc."
LSEA,Landsea Homes Corp
LTC,LTC PROPERTIES INC
LTH,"Life Time Group Holdings, Inc."
LUMN,"Lumen Technologies, Inc."
LUNA,Luna Innovations Inc
LUNG,Pulmonx Corp
LVWR,"LiveWire Group, Inc."
LWLG,"Lightwave Logic, Inc."
LXFR,LUXFER HOLDINGS PLC
LXP,LXP Industrial Trust
LXRX,"LEXICON PHARMACEUTICALS, INC."
LXU,"LSB INDUSTRIES, INC."
LYEL,"Lyell Immunopharma, Inc."
LYTS,LSI INDUSTRIES INC
LZ,"LEGALZOOM.COM, INC."
LZB,LA-Z-BOY INC
MAC,MACERICH CO
MACK,MERRIMACK PHARMACEUTICALS INC
MARA,"MARATHON DIGITAL HOLDINGS, INC."
MASS,908 Devices Inc.
MATV,"Mativ Holdings, Inc."
MATW,MATTHEWS INTERNATIONAL CORP
MATX,"Matson, Inc."
MAX,"MediaAlpha, Inc."
MAXN,"Maxeon Solar Technologies, Ltd."
MBC,"MasterBrand, Inc."
MBCN,MIDDLEFIELD BANC CORP
MBI,MBIA INC
MBIN,Merchants Bancorp
MBUU,"MALIBU BOATS, INC."
MBWM,MERCANTILE BANK CORP
MC,Moelis & Co
MCB,Metropolitan Bank Holding Corp.
MCBC,MACATAWA BANK CORP
MCBS,"MetroCity Bankshares, Inc."
MCFT,"MasterCraft Boat Holdings, Inc."
MCRB,"Seres Therapeutics, Inc."
MCRI,MONARCH CASINO & RESORT INC
MCS,MARCUS CORP
MCY,MERCURY GENERAL CORP
MD,"Pediatrix Medical Group, Inc."
MDC,"M.D.C. HOLDINGS, INC."
MDGL,"MADRIGAL PHARMACEUTICALS, INC."
MDRX,Allscripts Healthcare Solutions Inc
MDXG,"MIMEDX GROUP, INC."
ME,23andMe Holding Co.
MEC,"Mayville Engineering Company, Inc."
MED,MEDIFAST INC
MEG,"Montrose Environmental Group, Inc."
MEI,METHODE ELECTRONICS INC
METCB,"Ramaco Resources, Inc."
MFA,"MFA FINANCIAL, INC."
MG,"Mistras Group, Inc."
MGEE,MGE ENERGY INC
MGNI,"MAGNITE, INC."
MGNX,MACROGENICS INC
MGPI,MGP INGREDIENTS INC
MGRC,MCGRATH RENTCORP
MGTX,MeiraGTx Holdings plc
MGY,Magnolia Oil & Gas Corp
MHLD,"Maiden Holdings, Ltd."
MHO,"M/I HOMES, INC."
MIR,"Mirion Technologies, Inc."
MIRM,"Mirum Pharmaceuticals, Inc."
MITK,MITEK SYSTEMS INC
MKTW,"MARKETWISE, INC."
MLAB,MESA LABORATORIES INC /CO/
MLI,MUELLER INDUSTRIES INC
MLKN,"MILLERKNOLL, INC."
MLNK,"MeridianLink, Inc."
MLP,MAUI LAND & PINEAPPLE CO INC
MLR,MILLER INDUSTRIES INC /TN/
MLYS,"Mineralys Therapeutics, Inc."
MMI,"Marcus & Millichap, Inc."
MMS,"MAXIMUS, INC."
MMSI,MERIT MEDICAL SYSTEMS INC
MNKD,MANNKIND CORP
MNRO,"MONRO, INC."
MNSB,"MainStreet Bancshares, Inc."
MNTK,"Montauk Renewables, Inc."
MOD,MODINE MANUFACTURING CO
MODG,Topgolf Callaway Brands Corp.
MODN,"MODEL N, INC."
MODV,ModivCare Inc
MOFG,"MidWestOne Financial Group, Inc."
MOGA,
MOND,"Mondee Holdings, Inc."
MORF,"Morphic Holding, Inc."
MOV,MOVADO GROUP INC
MPB,MID PENN BANCORP INC
MPLN,MultiPlan Corp
MPX,MARINE PRODUCTS CORP
MQ,"Marqeta, Inc."
MRC,MRC GLOBAL INC.
MRNS,"MARINUS PHARMACEUTICALS, INC."
MRSN,"Mersana Therapeutics, Inc."
MRTN,MARTEN TRANSPORT LTD
MSBI,"Midland States Bancorp, Inc."
MSEX,MIDDLESEX WATER CO
MSGE,Madison Square Garden Entertainment Corp.
MSTR,MICROSTRATEGY Inc
MTDR,Matador Resources Co
MTH,Meritage Homes CORP
MTRN,MATERION Corp
MTSI,"MACOM Technology Solutions Holdings, Inc."
MTTR,"Matterport, Inc./DE"
MTW,MANITOWOC CO INC
MTX,MINERALS TECHNOLOGIES INC
MUR,MURPHY OIL CORP
MURA,Mural Oncology plc
MVBF,MVB FINANCIAL CORP
MVIS,"MICROVISION, INC."
MVST,"Microvast Holdings, Inc."
MWA,"Mueller Water Products, Inc."
MXCT,"MAXCYTE, INC."
MXL,"MAXLINEAR, INC"
MYE,MYERS INDUSTRIES INC
MYFW,First Western Financial Inc
MYGN,MYRIAD GENETICS INC
MYPS,"PLAYSTUDIOS, Inc."
MYRG,MYR GROUP INC.
NABL,"N-able, Inc."
NAPA,"Duckhorn Portfolio, Inc."
NARI,"Inari Medical, Inc."
NAT,NORDIC AMERICAN TANKERS Ltd
NATH,"NATHANS FAMOUS, INC."
NATR,NATURES SUNSHINE PRODUCTS INC
NAUT,"Nautilus Biotechnology, Inc."
NAVI,NAVIENT CORP
NBHC,National Bank Holdings Corp
NBN,Northeast Bank
NBR,NABORS INDUSTRIES LTD
NBTB,NBT BANCORP INC
NC,NACCO INDUSTRIES INC
NDLS,NOODLES & Co
NE,Noble Corp plc
NECB,"NorthEast Community Bancorp, Inc./MD/"
NEO,NEOGENOMICS INC
NEOG,NEOGEN CORP
NEWT,"NewtekOne, Inc."
NEXT,NextDecade Corp.
NFBK,"Northfield Bancorp, Inc."
NG,NOVAGOLD RESOURCES INC
NGM,NGM BIOPHARMACEUTICALS INC
NGVC,"Natural Grocers by Vitamin Cottage, Inc."
NGVT,Ingevity Corp
NHC,NATIONAL HEALTHCARE CORP
NHI,NATIONAL HEALTH INVESTORS INC
NIC,NICOLET BANKSHARES INC
NJR,NEW JERSEY RESOURCES CORP
NKLA,Nikola Corp
NKSH,NATIONAL BANKSHARES INC
NKTX,"Nkarta, Inc."
NL,NL INDUSTRIES INC
NMIH,"NMI Holdings, Inc."
NMRA,"Neumora Therapeutics, Inc."
NMRK,"NEWMARK GROUP, INC."
NN,NEXTNAV INC.
NNI,NELNET INC
NNOX,Nano-X Imaging Ltd.
NODK,"NI Holdings, Inc."
NOG,"NORTHERN OIL & GAS, INC."
NOTE,"FiscalNote Holdings, Inc."
NOVA,Sunnova Energy International Inc.
NOVT,NOVANTA INC
NPK,NATIONAL PRESTO INDUSTRIES INC
NPO,Enpro Inc.
NR,NEWPARK RESOURCES INC
NRC,NATIONAL RESEARCH CORP
NRDS,"NERDWALLET, INC."
NRDY,Nerdy Inc.
NREF,"NexPoint Real Estate Finance, Inc."
NRGV,"Energy Vault Holdings, Inc."
NRIM,NORTHRIM BANCORP INC
NRIX,"Nurix Therapeutics, Inc."
NSIT,INSIGHT ENTERPRISES INC
NSP,"INSPERITY, INC."
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC"
NTB,Bank of N.T. Butterfield & Son Ltd
NTCT,NETSCOUT SYSTEMS INC
NTGR,"NETGEAR, INC."
NTLA,"Intellia Therapeutics, Inc."
NTST,NETSTREIT Corp.
NUS,"NU SKIN ENTERPRISES, INC."
NUVB,Nuvation Bio Inc.
NUVL,"Nuvalent, Inc."
NVAX,NOVAVAX INC
NVCT,"Nuvectis Pharma, Inc."
NVEC,NVE CORP /NEW/
NVEE,"NV5 Global, Inc."
NVRI,ENVIRI Corp
NVRO,NEVRO CORP
NVTS,Navitas Semiconductor Corp
NWBI,"Northwest Bancshares, Inc."
NWE,NorthWestern Corp
NWFL,NORWOOD FINANCIAL CORP
NWLI,"National Western Life Group, Inc."
NWN,NORTHWEST NATURAL GAS CO
NWPX,NORTHWEST PIPE CO
NX,Quanex Building Products CORP
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST
NXRT,"NexPoint Residential Trust, Inc."
NXT,Nextracker Inc.
NYMT,NEW YORK MORTGAGE TRUST INC
OABI,"OmniAb, Inc."
OB,Outbrain Inc.
OBIO,"Orchestra BioMed Holdings, Inc."
OBK,"Origin Bancorp, Inc."
OBT,"Orange County Bancorp, Inc. /DE/"
OCFC,OCEANFIRST FINANCIAL CORP
OCN,Ocwen Financial Corp
OCUL,"OCULAR THERAPEUTIX, INC"
ODC,Oil-Dri Corp of America
ODP,ODP Corp
OEC,Orion S.A.
OFG,OFG BANCORP
OFIX,Orthofix Medical Inc.
OFLX,"Omega Flex, Inc."
OGS,"ONE Gas, Inc."
OI,"O-I Glass, Inc. /DE/"
OII,OCEANEERING INTERNATIONAL INC
OIS,"OIL STATES INTERNATIONAL, INC"
OLMA,"Olema Pharmaceuticals, Inc."
OLO,Olo Inc.
OLP,ONE LIBERTY PROPERTIES INC
OM,"Outset Medical, Inc."
OMCL,"OMNICELL, INC."
OMER,OMEROS CORP
OMGA,"Omega Therapeutics, Inc."
OMI,OWENS & MINOR INC/VA/
ONB,OLD NATIONAL BANCORP /IN/
ONEW,OneWater Marine Inc.
ONL,Orion Office REIT Inc.
ONTF,ON24 INC.
ONTO,ONTO INNOVATION INC.
OOMA,OOMA INC
OPCH,"Option Care Health, Inc."
OPEN,Opendoor Technologies Inc.
OPFI,OppFi Inc.
OPI,OFFICE PROPERTIES INCOME TRUST
OPK,"OPKO HEALTH, INC."
OPRX,OptimizeRx Corp
OPTN,"OptiNose, Inc."
ORA,"ORMAT TECHNOLOGIES, INC."
ORC,"Orchid Island Capital, Inc."
ORGN,"Origin Materials, Inc."
ORGO,Organogenesis Holdings Inc.
ORIC,"Oric Pharmaceuticals, Inc."
ORRF,ORRSTOWN FINANCIAL SERVICES INC
OSBC,OLD SECOND BANCORP INC
OSCR,"Oscar Health, Inc."
OSG,OVERSEAS SHIPHOLDING GROUP INC
OSIS,OSI SYSTEMS INC
OSPN,OneSpan Inc.
OSUR,ORASURE TECHNOLOGIES INC
OSW,ONESPAWORLD HOLDINGS Ltd
OTLK,"Outlook Therapeutics, Inc."
OTTR,Otter Tail Corp
OUT,OUTFRONT Media Inc.
OVID,Ovid Therapeutics Inc.
OVLY,Oak Valley Bancorp
OXM,OXFORD INDUSTRIES INC
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC."
PACK,Ranpak Holdings Corp.
PAGS,PagSeguro Digital Ltd.
PAHC,PHIBRO ANIMAL HEALTH CORP
PANL,Pangaea Logistics Solutions Ltd.
PAR,PAR TECHNOLOGY CORP
PARR,"PAR PACIFIC HOLDINGS, INC."
PATK,PATRICK INDUSTRIES INC
PAX,Patria Investments Ltd
PAYO,Payoneer Global Inc.
PAYS,"Paysign, Inc."
PBF,PBF Energy Inc.
PBFS,"Pioneer Bancorp, Inc./MD"
PBH,Prestige Consumer Healthcare Inc.
PBI,PITNEY BOWES INC /DE/
PBPB,POTBELLY CORP
PCB,PCB BANCORP
PCH,POTLATCHDELTIC CORP
PCRX,"Pacira BioSciences, Inc."
PCT,"PureCycle Technologies, Inc."
PCVX,"Vaxcyte, Inc."
PCYO,PURE CYCLE CORP
PD,"PagerDuty, Inc."
PDCO,"PATTERSON COMPANIES, INC."
PDFS,PDF SOLUTIONS INC
PDLB,"Ponce Financial Group, Inc."
PDLI,
PDM,"Piedmont Office Realty Trust, Inc."
PDSB,PDS Biotechnology Corp
PEB,Pebblebrook Hotel Trust
PEBO,PEOPLES BANCORP INC
PECO,"Phillips Edison & Company, Inc."
PEPG,PepGen Inc.
PETQ,"PetIQ, Inc."
PETS,PETMED EXPRESS INC
PFBC,Preferred Bank-Los Angeles CA
PFC,PREMIER FINANCIAL CORP
PFIS,PEOPLES FINANCIAL SERVICES CORP.
PFMT,Performant Financial Corp
PFS,PROVIDENT FINANCIAL SERVICES INC
PFSI,"PennyMac Financial Services, Inc."
PGC,PEAPACK GLADSTONE FINANCIAL CORP
PGEN,"PRECIGEN, INC."
PGNY,"Progyny, Inc."
PGRE,"Paramount Group, Inc."
PGTI,"PGT Innovations, Inc."
PHAT,"Phathom Pharmaceuticals, Inc."
PHR,"Phreesia, Inc."
PI,IMPINJ INC
PIII,P3 Health Partners Inc.
PINE,"Alpine Income Property Trust, Inc."
PIPR,PIPER SANDLER COMPANIES
PJT,PJT Partners Inc.
PKBK,"PARKE BANCORP, INC."
PKE,PARK AEROSPACE CORP
PKOH,PARK OHIO HOLDINGS CORP
PKST,Peakstone Realty Trust
PL,Planet Labs PBC
PLAB,PHOTRONICS INC
PLAY,"Dave & Buster's Entertainment, Inc."
PLBC,PLUMAS BANCORP
PLCE,Children's Place Inc-The
PLL,Piedmont Lithium Inc.
PLMR,"Palomar Holdings, Inc."
PLOW,"DOUGLAS DYNAMICS, INC"
PLPC,PREFORMED LINE PRODUCTS CO
PLRX,"PLIANT THERAPEUTICS, INC."
PLSE,"Pulse Biosciences, Inc."
PLUS,EPLUS INC
PLX,"Protalix BioTherapeutics, Inc."
PLXS,PLEXUS CORP
PLYM,"Plymouth Industrial REIT, Inc."
PMT,PennyMac Mortgage Investment Trust
PMTS,CPI Card Group Inc.
PMVP,"PMV Pharmaceuticals, Inc."
PNM,PNM Resources Inc
PNRG,PRIMEENERGY RESOURCES CORP
PNTG,"Pennant Group, Inc."
POR,PORTLAND GENERAL ELECTRIC CO /OR/
POWI,POWER INTEGRATIONS INC
POWL,POWELL INDUSTRIES INC
POWW,"AMMO, INC."
PPBI,PACIFIC PREMIER BANCORP INC
PPTA,PERPETUA RESOURCES CORP.
PR,Permian Resources Corp
PRA,PROASSURANCE CORP
PRAA,PRA GROUP INC
PRCT,PROCEPT BioRobotics Corp
PRDO,PERDOCEO EDUCATION Corp
PRFT,PERFICIENT INC
PRG,"PROG Holdings, Inc."
PRGS,PROGRESS SOFTWARE CORP /MA
PRIM,Primoris Services Corp
PRK,PARK NATIONAL CORP /OH/
PRKS,United Parks & Resorts Inc.
PRLB,Proto Labs Inc
PRLD,Prelude Therapeutics Inc
PRM,"Perimeter Solutions, SA"
PRME,"Prime Medicine, Inc."
PRMW,Primo Water Corp /CN/
PRO,"PROS Holdings, Inc."
PROK,PROKIDNEY CORP.
PRPL,"Purple Innovation, Inc."
PRST,Presto Automation Inc.
PRTA,PROTHENA CORP PUBLIC LTD CO
PRTH,"Priority Technology Holdings, Inc."
PRTS,"CarParts.com, Inc."
PRVA,"Privia Health Group, Inc."
PSFE,Paysafe Ltd
PSMT,PRICESMART INC
PSN,PARSONS CORP
PSTL,"Postal Realty Trust, Inc."
PSTX,"Poseida Therapeutics, Inc."
PTCT,"PTC THERAPEUTICS, INC."
PTEN,PATTERSON UTI ENERGY INC
PTGX,"Protagonist Therapeutics, Inc"
PTLO,Portillo's Inc.
PTSI,PAM TRANSPORTATION SERVICES INC
PTVE,Pactiv Evergreen Inc.
PUBM,"PubMatic, Inc."
PUMP,ProPetro Holding Corp.
PWOD,PENNS WOODS BANCORP INC
PWP,Perella Weinberg Partners
PWSC,"POWERSCHOOL HOLDINGS, INC."
PX,"P10, Inc."
PZZA,PAPA JOHNS INTERNATIONAL INC
QCRH,QCR HOLDINGS INC
QIPT,Quipt Home Medical Corp.
QLYS,"QUALYS, INC."
QNST,"QUINSTREET, INC"
QSI,Quantum-Si Inc
QTRX,Quanterix Corp
QTWO,"Q2 Holdings, Inc."
QUAD,"Quad/Graphics, Inc."
RAMP,"LiveRamp Holdings, Inc."
RAPT,"RAPT Therapeutics, Inc."
RBB,RBB Bancorp
RBBN,Ribbon Communications Inc.
RBCAA,REPUBLIC BANCORP INC /KY/
RBOT,Vicarious Surgical Inc.
RC,Ready Capital Corp
RCEL,"AVITA Medical, Inc."
RCKT,"ROCKET PHARMACEUTICALS, INC."
RCKY,"ROCKY BRANDS, INC."
RCUS,"Arcus Biosciences, Inc."
RDFN,Redfin Corp
RDN,RADIAN GROUP INC
