Ticker,Sector,Industry
OKE,Energy,Oil & Gas Midstream
NATR,Consumer Defensive,Packaged Foods
LPTV,Communication Services,Broadcasting
WERN,Industrials,Trucking
IIPR,Real Estate,REIT—Industrial
FLIC,Financial Services,Banks—Regional
ROVR,Other,Other
KEYS,Technology,Scientific & Technical Instruments
EVER,Communication Services,Internet Content & Information
SSB,Financial Services,Banks—Regional
AKAM,Technology,Software—Infrastructure
LRCX,Technology,Semiconductor Equipment & Materials
TWST,Healthcare,Diagnostics & Research
LEGH,Consumer Cyclical,Residential Construction
TGTX,Healthcare,Biotechnology
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CVGI,Consumer Cyclical,Auto Parts
NXRT,Real Estate,REIT—Residential
NARI,Healthcare,Medical Devices
FLNC,Utilities,Utilities—Renewable
UDMY,Consumer Defensive,Education & Training Services
PRIM,Industrials,Engineering & Construction
CARE,Financial Services,Banks—Regional
BKU,Financial Services,Banks—Regional
RIGL,Healthcare,Biotechnology
PLBC,Financial Services,Banks—Regional
HUMA,Healthcare,Biotechnology
RVMD,Healthcare,Biotechnology
PNW,Utilities,Utilities—Regulated Electric
CTGO,Basic Materials,Gold
BHE,Technology,Electronic Components
CORT,Healthcare,Biotechnology
HA,Industrials,Airlines
JANX,Healthcare,Biotechnology
EQR,Real Estate,REIT—Residential
KN,Technology,Electronic Components
ANNX,Healthcare,Biotechnology
CCRD,Technology,Software—Application
MVBF,Financial Services,Banks—Regional
SGHC,Consumer Cyclical,Gambling
CELC,Healthcare,Biotechnology
BHVN,Healthcare,Biotechnology
INTA,Technology,Software—Application
AXL,Consumer Cyclical,Auto Parts
IGMS,Healthcare,Biotechnology
SWI,Technology,Software—Infrastructure
FDMT,Healthcare,Biotechnology
WLY,Communication Services,Publishing
TDS,Communication Services,Telecom Services
SAFT,Financial Services,Insurance—Property & Casualty
FOA,Financial Services,Credit Services
AIRS,Healthcare,Medical Care Facilities
GDOT,Financial Services,Credit Services
CVBF,Financial Services,Banks—Regional
NVAX,Healthcare,Biotechnology
ZEUS,Basic Materials,Steel
ECL,Basic Materials,Specialty Chemicals
SMLR,Healthcare,Medical Devices
SLDP,Consumer Cyclical,Auto Parts
TWKS,Technology,Information Technology Services
TPH,Consumer Cyclical,Residential Construction
BSX,Healthcare,Medical Devices
INMD,Healthcare,Medical Devices
THRM,Consumer Cyclical,Auto Parts
ZTS,Healthcare,Drug Manufacturers—Specialty & Generic
APPN,Technology,Software—Infrastructure
SIGI,Financial Services,Insurance—Property & Casualty
PG,Consumer Defensive,Household & Personal Products
OABI,Healthcare,Biotechnology
IE,Basic Materials,Copper
KFS,Consumer Cyclical,Auto & Truck Dealerships
MATX,Industrials,Marine Shipping
AMTB,Financial Services,Banks—Regional
UTMD,Healthcare,Medical Instruments & Supplies
MOND,Consumer Cyclical,Travel Services
APLE,Real Estate,REIT—Hotel & Motel
HFFG,Consumer Defensive,Food Distribution
CARR,Industrials,Building Products & Equipment
MCO,Financial Services,Financial Data & Stock Exchanges
GT,Consumer Cyclical,Auto Parts
PFMT,Industrials,Specialty Business Services
INDI,Technology,Semiconductor Equipment & Materials
UTZ,Consumer Defensive,Packaged Foods
ALGT,Industrials,Airlines
CSTR,Other,Other
NTLA,Healthcare,Biotechnology
NVTS,Technology,Semiconductors
AMPH,Healthcare,Drug Manufacturers—Specialty & Generic
GNLX,Healthcare,Biotechnology
TMCI,Healthcare,Medical Devices
FBMS,Financial Services,Banks—Regional
ALLO,Healthcare,Biotechnology
DAL,Industrials,Airlines
SKYW,Industrials,Airlines
ETRN,Other,Other
DSP,Technology,Software—Application
LKQ,Consumer Cyclical,Auto Parts
TCBI,Financial Services,Banks—Regional
AVGO,Technology,Semiconductors
PBI,Industrials,Integrated Freight & Logistics
MCY,Financial Services,Insurance—Property & Casualty
WTBA,Financial Services,Banks—Regional
GVA,Industrials,Engineering & Construction
CF,Basic Materials,Agricultural Inputs
MTB,Financial Services,Banks—Regional
VICR,Technology,Electronic Components
AES,Utilities,Utilities—Diversified
DXPE,Industrials,Industrial Distribution
CL,Consumer Defensive,Household & Personal Products
CNDT,Technology,Information Technology Services
AUB,Financial Services,Banks—Regional
RXST,Healthcare,Medical Devices
NATH,Consumer Cyclical,Restaurants
WAT,Healthcare,Diagnostics & Research
ACT,Financial Services,Insurance—Specialty
IMVT,Healthcare,Biotechnology
AMP,Financial Services,Asset Management
WMK,Consumer Defensive,Grocery Stores
GEO,Industrials,Security & Protection Services
KVUE,Consumer Defensive,Household & Personal Products
MBC,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SBGI,Communication Services,Broadcasting
WDFC,Basic Materials,Specialty Chemicals
CZNC,Financial Services,Banks—Regional
OPEN,Real Estate,Real Estate Services
ESRT,Real Estate,REIT—Diversified
IRTC,Healthcare,Medical Devices
STC,Financial Services,Insurance—Property & Casualty
VMD,Healthcare,Medical Devices
PAYX,Technology,Software—Application
ACMR,Technology,Semiconductor Equipment & Materials
MPWR,Technology,Semiconductors
EQC,Real Estate,REIT—Office
PRTA,Healthcare,Biotechnology
PHR,Healthcare,Health Information Services
BALL,Consumer Cyclical,Packaging & Containers
TNC,Industrials,Specialty Industrial Machinery
OLMA,Healthcare,Biotechnology
ADTN,Technology,Communication Equipment
EA,Communication Services,Electronic Gaming & Multimedia
SWIM,Industrials,Building Products & Equipment
DAKT,Technology,Electronic Components
MTTR,Technology,Software—Application
WMB,Energy,Oil & Gas Midstream
HTLD,Industrials,Trucking
VRRM,Industrials,Infrastructure Operations
MMI,Real Estate,Real Estate Services
HRL,Consumer Defensive,Packaged Foods
RGR,Industrials,Aerospace & Defense
WMT,Consumer Defensive,Discount Stores
ALB,Basic Materials,Specialty Chemicals
SMBK,Financial Services,Banks—Regional
YOU,Technology,Software—Application
RMBS,Technology,Semiconductors
IT,Technology,Information Technology Services
MDT,Healthcare,Medical Devices
UCBI,Other,Other
EAF,Industrials,Electrical Equipment & Parts
HRMY,Healthcare,Biotechnology
LXFR,Industrials,Specialty Industrial Machinery
CRC,Energy,Oil & Gas E&P
HAE,Healthcare,Medical Instruments & Supplies
RPD,Technology,Software—Infrastructure
PHM,Consumer Cyclical,Residential Construction
SPCE,Industrials,Aerospace & Defense
TTGT,Communication Services,Internet Content & Information
PRO,Technology,Software—Application
UE,Real Estate,REIT—Retail
KALU,Basic Materials,Aluminum
EAT,Consumer Cyclical,Restaurants
CERE,Other,Other
HWC,Financial Services,Banks—Regional
CPK,Utilities,Utilities—Regulated Gas
CCSI,Technology,Software—Infrastructure
MBUU,Consumer Cyclical,Recreational Vehicles
NPO,Industrials,Specialty Industrial Machinery
VITL,Consumer Defensive,Farm Products
ATEN,Technology,Software—Infrastructure
SRDX,Healthcare,Medical Devices
CPS,Consumer Cyclical,Auto Parts
EXTR,Technology,Communication Equipment
CPSS,Financial Services,Credit Services
WSFS,Financial Services,Banks—Regional
POR,Utilities,Utilities—Regulated Electric
ESGR,Financial Services,Insurance—Diversified
HTBK,Financial Services,Banks—Regional
CDMO,Healthcare,Biotechnology
CSV,Consumer Cyclical,Personal Services
FGEN,Healthcare,Biotechnology
AIN,Consumer Cyclical,Textile Manufacturing
CVNA,Consumer Cyclical,Auto & Truck Dealerships
IESC,Industrials,Engineering & Construction
ALX,Real Estate,REIT—Retail
AON,Financial Services,Insurance Brokers
OM,Healthcare,Medical Devices
WSBC,Financial Services,Banks—Regional
ROG,Technology,Electronic Components
MAA,Real Estate,REIT—Residential
NEOG,Healthcare,Diagnostics & Research
IGT,Consumer Cyclical,Gambling
QUAD,Industrials,Specialty Business Services
EWTX,Healthcare,Biotechnology
FNA,Healthcare,Medical Devices
TIO,Technology,Software—Application
ZIP,Industrials,Staffing & Employment Services
FIS,Technology,Information Technology Services
HUBB,Industrials,Electrical Equipment & Parts
ANIP,Healthcare,Drug Manufacturers—Specialty & Generic
HLT,Consumer Cyclical,Lodging
HCI,Financial Services,Insurance—Property & Casualty
ETWO,Technology,Software—Application
ZETA,Technology,Software—Infrastructure
GPC,Consumer Cyclical,Auto Parts
CTO,Real Estate,REIT—Diversified
AAN,Industrials,Rental & Leasing Services
KZR,Healthcare,Biotechnology
COLL,Healthcare,Drug Manufacturers—Specialty & Generic
LOB,Financial Services,Banks—Regional
JACK,Consumer Cyclical,Restaurants
KO,Consumer Defensive,Beverages—Non-Alcoholic
BHB,Financial Services,Banks—Regional
WFC,Financial Services,Banks—Diversified
OVID,Healthcare,Biotechnology
KHC,Consumer Defensive,Packaged Foods
ATRC,Healthcare,Medical Instruments & Supplies
WGO,Consumer Cyclical,Recreational Vehicles
MAXN,Technology,Solar
PNTG,Healthcare,Medical Care Facilities
SBCF,Financial Services,Banks—Regional
CLW,Basic Materials,Paper & Paper Products
JAMF,Technology,Software—Application
UEC,Energy,Uranium
ES,Utilities,Utilities—Regulated Electric
BIIB,Healthcare,Drug Manufacturers—General
EVRI,Consumer Cyclical,Gambling
TRUP,Financial Services,Insurance—Specialty
GWRS,Utilities,Utilities—Regulated Water
TFX,Healthcare,Medical Instruments & Supplies
ENR,Industrials,Electrical Equipment & Parts
EIG,Financial Services,Insurance—Specialty
DNUT,Consumer Defensive,Grocery Stores
ABR,Real Estate,REIT—Mortgage
BCML,Financial Services,Banks—Regional
SBH,Consumer Cyclical,Specialty Retail
ACIC,Financial Services,Insurance—Property & Casualty
MU,Technology,Semiconductors
GDYN,Technology,Information Technology Services
MACK,Other,Other
FICO,Technology,Software—Application
FATE,Healthcare,Biotechnology
BCRX,Healthcare,Biotechnology
DELL,Technology,Computer Hardware
TDG,Industrials,Aerospace & Defense
ADV,Communication Services,Advertising Agencies
BCC,Basic Materials,Building Materials
MVIS,Technology,Scientific & Technical Instruments
BL,Technology,Software—Application
CVCY,Other,Other
NMIH,Financial Services,Insurance—Specialty
PCRX,Healthcare,Drug Manufacturers—Specialty & Generic
VRA,Consumer Cyclical,Footwear & Accessories
DOV,Industrials,Specialty Industrial Machinery
AZN,Healthcare,Drug Manufacturers—General
LPRO,Financial Services,Credit Services
SPFI,Financial Services,Banks—Regional
SCL,Basic Materials,Specialty Chemicals
EGHT,Technology,Software—Application
TRN,Industrials,Railroads
PTEN,Energy,Oil & Gas Drilling
MRK,Healthcare,Drug Manufacturers—General
LAUR,Consumer Defensive,Education & Training Services
MED,Consumer Cyclical,Personal Services
PBH,Healthcare,Drug Manufacturers—Specialty & Generic
GSAT,Communication Services,Telecom Services
SPHR,Communication Services,Entertainment
ACA,Industrials,Engineering & Construction
DX,Real Estate,REIT—Mortgage
NEO,Healthcare,Diagnostics & Research
PRM,Basic Materials,Specialty Chemicals
ADI,Technology,Semiconductors
QCRH,Financial Services,Banks—Regional
WULF,Financial Services,Capital Markets
RDVT,Technology,Software—Application
LILAK,Communication Services,Telecom Services
ANAB,Healthcare,Biotechnology
PTVE,Consumer Cyclical,Packaging & Containers
MRNA,Healthcare,Biotechnology
VRSN,Technology,Software—Infrastructure
SGRY,Healthcare,Medical Care Facilities
RWT,Real Estate,REIT—Mortgage
PCH,Real Estate,REIT—Specialty
MEC,Industrials,Metal Fabrication
JCI,Industrials,Building Products & Equipment
MMS,Industrials,Specialty Business Services
NRDS,Communication Services,Internet Content & Information
KOD,Healthcare,Biotechnology
BDC,Technology,Communication Equipment
JRVR,Financial Services,Insurance—Specialty
INST,Technology,Software—Application
ESS,Real Estate,REIT—Residential
SWX,Utilities,Utilities—Regulated Gas
AMSWA,Technology,Software—Application
OEC,Basic Materials,Specialty Chemicals
PFE,Healthcare,Drug Manufacturers—General
TFC,Financial Services,Banks—Regional
STKS,Consumer Cyclical,Restaurants
NWFL,Financial Services,Banks—Regional
PRG,Industrials,Rental & Leasing Services
MTDR,Energy,Oil & Gas E&P
UNH,Healthcare,Healthcare Plans
LSEA,Real Estate,Real Estate—Development
HOMB,Financial Services,Banks—Regional
CNX,Energy,Oil & Gas E&P
EXC,Utilities,Utilities—Regulated Electric
ABG,Consumer Cyclical,Auto & Truck Dealerships
DYN,Healthcare,Biotechnology
VTR,Real Estate,REIT—Healthcare Facilities
KAI,Industrials,Specialty Industrial Machinery
DG,Consumer Defensive,Discount Stores
BOX,Technology,Software—Infrastructure
TITN,Industrials,Industrial Distribution
DK,Energy,Oil & Gas Refining & Marketing
FORR,Industrials,Consulting Services
MCRB,Healthcare,Biotechnology
EMBC,Healthcare,Medical Instruments & Supplies
FBRT,Real Estate,REIT—Mortgage
TDY,Technology,Scientific & Technical Instruments
HOUS,Real Estate,Real Estate Services
NG,Basic Materials,Gold
MYRG,Industrials,Engineering & Construction
CDLX,Communication Services,Advertising Agencies
CHCO,Financial Services,Banks—Regional
FTNT,Technology,Software—Infrastructure
BRBR,Consumer Defensive,Packaged Foods
EE,Energy,Oil & Gas Midstream
PCB,Financial Services,Banks—Regional
FCF,Financial Services,Banks—Regional
ENVA,Financial Services,Credit Services
IDT,Communication Services,Telecom Services
MMM,Industrials,Conglomerates
CI,Healthcare,Healthcare Plans
ESCA,Consumer Cyclical,Leisure
FULT,Financial Services,Banks—Regional
JBGS,Real Estate,REIT—Office
VRNT,Technology,Software—Infrastructure
AIT,Industrials,Industrial Distribution
LEU,Energy,Uranium
EHAB,Healthcare,Medical Care Facilities
DCOM,Financial Services,Banks—Regional
VICI,Real Estate,REIT—Diversified
CABA,Healthcare,Biotechnology
CCL,Consumer Cyclical,Travel Services
NTGR,Technology,Communication Equipment
MOFG,Financial Services,Banks—Regional
FFIC,Financial Services,Banks—Regional
JELD,Industrials,Building Products & Equipment
ABNB,Consumer Cyclical,Travel Services
MDGL,Healthcare,Biotechnology
REG,Real Estate,REIT—Retail
MCBS,Financial Services,Banks—Regional
RCKY,Consumer Cyclical,Footwear & Accessories
CAT,Industrials,Farm & Heavy Construction Machinery
ARCB,Industrials,Trucking
LCTX,Healthcare,Biotechnology
FIGS,Consumer Cyclical,Apparel Manufacturing
MNKD,Healthcare,Biotechnology
IAS,Communication Services,Advertising Agencies
OXM,Consumer Cyclical,Apparel Manufacturing
FN,Technology,Electronic Components
USNA,Consumer Defensive,Packaged Foods
DHIL,Financial Services,Asset Management
CTVA,Basic Materials,Agricultural Inputs
BWB,Financial Services,Banks—Regional
LPSN,Technology,Software—Application
VTS,Energy,Oil & Gas E&P
FF,Basic Materials,Specialty Chemicals
VALU,Financial Services,Financial Data & Stock Exchanges
CAG,Consumer Defensive,Packaged Foods
META,Communication Services,Internet Content & Information
CFB,Financial Services,Banks—Regional
GWH,Industrials,Electrical Equipment & Parts
WWW,Consumer Cyclical,Footwear & Accessories
COOP,Financial Services,Mortgage Finance
VOXX,Technology,Consumer Electronics
BASE,Technology,Software—Infrastructure
NEE,Utilities,Utilities—Regulated Electric
ARCT,Healthcare,Biotechnology
ALCO,Consumer Defensive,Farm Products
STLD,Basic Materials,Steel
PLRX,Healthcare,Biotechnology
CARA,Healthcare,Biotechnology
LC,Financial Services,Banks—Regional
ATRI,Other,Other
COCO,Consumer Defensive,Beverages—Non-Alcoholic
TBPH,Healthcare,Biotechnology
HCKT,Technology,Information Technology Services
MLNK,Technology,Software—Application
PLXS,Technology,Electronic Components
LVS,Consumer Cyclical,Resorts & Casinos
CRK,Energy,Oil & Gas E&P
ITOS,Healthcare,Biotechnology
FOXA,Communication Services,Entertainment
FBIZ,Financial Services,Banks—Regional
SMTC,Technology,Semiconductors
SYF,Financial Services,Credit Services
MODN,Other,Other
CRNX,Healthcare,Biotechnology
AZZ,Industrials,Specialty Business Services
LNZA,Industrials,Waste Management
CXW,Industrials,Security & Protection Services
UONEK,Communication Services,Broadcasting
NMRA,Healthcare,Biotechnology
MAC,Real Estate,REIT—Retail
PRKS,Consumer Cyclical,Leisure
GBIO,Healthcare,Biotechnology
RDN,Financial Services,Insurance—Specialty
NSC,Industrials,Railroads
MRNS,Healthcare,Biotechnology
SEAT,Communication Services,Internet Content & Information
AMPY,Energy,Oil & Gas E&P
MRTN,Industrials,Trucking
MA,Financial Services,Credit Services
WHD,Energy,Oil & Gas Equipment & Services
CPAY,Technology,Software—Infrastructure
AXON,Industrials,Aerospace & Defense
CHD,Consumer Defensive,Household & Personal Products
ASRT,Healthcare,Drug Manufacturers—Specialty & Generic
SHBI,Financial Services,Banks—Regional
TARS,Healthcare,Biotechnology
BOWL,Consumer Cyclical,Leisure
GRC,Industrials,Specialty Industrial Machinery
HLMN,Industrials,Tools & Accessories
BLFY,Financial Services,Banks—Regional
MGTX,Healthcare,Biotechnology
HLIO,Industrials,Specialty Industrial Machinery
SCHW,Financial Services,Capital Markets
MARA,Financial Services,Capital Markets
GAMB,Consumer Cyclical,Gambling
ATNI,Communication Services,Telecom Services
RXT,Technology,Software—Infrastructure
BTBT,Financial Services,Capital Markets
ENTA,Healthcare,Biotechnology
KURA,Healthcare,Biotechnology
ZYXI,Healthcare,Medical Distribution
IQV,Healthcare,Diagnostics & Research
TPR,Consumer Cyclical,Luxury Goods
VEL,Financial Services,Mortgage Finance
PEP,Consumer Defensive,Beverages—Non-Alcoholic
FIZZ,Consumer Defensive,Beverages—Non-Alcoholic
IBM,Technology,Information Technology Services
LDOS,Technology,Information Technology Services
FRME,Financial Services,Banks—Regional
ITIC,Financial Services,Insurance—Specialty
KAMN,Other,Other
WAFD,Financial Services,Banks—Regional
V,Financial Services,Credit Services
ACRE,Real Estate,REIT—Mortgage
METCB,Basic Materials,Coking Coal
CMCSA,Communication Services,Telecom Services
WBA,Healthcare,Pharmaceutical Retailers
GTLS,Industrials,Specialty Industrial Machinery
AMLX,Healthcare,Biotechnology
VABK,Financial Services,Banks—Regional
FOXF,Consumer Cyclical,Auto Parts
PLAY,Communication Services,Entertainment
ROIC,Real Estate,REIT—Retail
SXT,Basic Materials,Specialty Chemicals
SBRA,Real Estate,REIT—Healthcare Facilities
FSLY,Technology,Software—Application
SWBI,Industrials,Aerospace & Defense
FLGT,Healthcare,Diagnostics & Research
WBD,Communication Services,Entertainment
NFBK,Financial Services,Banks—Regional
SWK,Industrials,Tools & Accessories
NSSC,Industrials,Security & Protection Services
NKLA,Industrials,Farm & Heavy Construction Machinery
ITRI,Technology,Scientific & Technical Instruments
JILL,Consumer Cyclical,Apparel Retail
AZO,Consumer Cyclical,Specialty Retail
IHRT,Communication Services,Broadcasting
ONTO,Technology,Semiconductor Equipment & Materials
SIX,Other,Other
HAS,Consumer Cyclical,Leisure
FSBW,Financial Services,Banks—Regional
XEL,Utilities,Utilities—Regulated Electric
STNG,Energy,Oil & Gas Midstream
MIR,Industrials,Specialty Industrial Machinery
RCEL,Healthcare,Medical Devices
AVAH,Healthcare,Medical Care Facilities
FCPT,Real Estate,REIT—Retail
UDR,Real Estate,REIT—Residential
DFLI,Industrials,Electrical Equipment & Parts
AJG,Financial Services,Insurance Brokers
ZUO,Technology,Software—Infrastructure
NOG,Energy,Oil & Gas E&P
PNC,Financial Services,Banks—Regional
CWCO,Utilities,Utilities—Regulated Water
LASR,Technology,Semiconductors
TBBK,Financial Services,Banks—Regional
ZVRA,Healthcare,Biotechnology
HLNE,Financial Services,Asset Management
HLX,Energy,Oil & Gas Equipment & Services
THRY,Communication Services,Internet Content & Information
NWLI,Other,Other
OSG,Other,Other
CSCO,Technology,Communication Equipment
AI,Technology,Software—Application
GPOR,Energy,Oil & Gas E&P
PAYO,Technology,Software—Infrastructure
PCAR,Industrials,Farm & Heavy Construction Machinery
NAPA,Consumer Defensive,Beverages—Wineries & Distilleries
BGC,Financial Services,Capital Markets
WTS,Industrials,Specialty Industrial Machinery
JBT,Industrials,Specialty Industrial Machinery
VERI,Technology,Software—Infrastructure
QSI,Healthcare,Medical Devices
PEPG,Healthcare,Biotechnology
MODV,Healthcare,Medical Care Facilities
GSBC,Financial Services,Banks—Regional
KWR,Basic Materials,Specialty Chemicals
ATRA,Healthcare,Biotechnology
NUVL,Healthcare,Biotechnology
MBWM,Financial Services,Banks—Regional
SOUN,Technology,Software—Application
MTW,Industrials,Farm & Heavy Construction Machinery
GOOD,Real Estate,REIT—Diversified
AMN,Healthcare,Medical Care Facilities
CODI,Industrials,Conglomerates
ELVN,Healthcare,Biotechnology
BH,Consumer Cyclical,Restaurants
FRPH,Real Estate,Real Estate Services
GNTY,Financial Services,Banks—Regional
ANIK,Healthcare,Drug Manufacturers—Specialty & Generic
TMST,Other,Other
DLX,Industrials,Conglomerates
AGM,Financial Services,Credit Services
CMTG,Real Estate,REIT—Mortgage
SATS,Technology,Communication Equipment
CUBI,Financial Services,Banks—Regional
VKTX,Healthcare,Biotechnology
CAH,Healthcare,Medical Distribution
CIVB,Financial Services,Banks—Regional
AVTE,Healthcare,Biotechnology
BRCC,Consumer Defensive,Packaged Foods
CXM,Technology,Software—Application
CPF,Financial Services,Banks—Regional
ACN,Technology,Information Technology Services
DSKE,Other,Other
ENV,Technology,Software—Application
HELE,Consumer Defensive,Household & Personal Products
MPB,Financial Services,Banks—Regional
THRD,Healthcare,Biotechnology
PFC,Financial Services,Banks—Regional
BGS,Consumer Defensive,Packaged Foods
HROW,Healthcare,Drug Manufacturers—Specialty & Generic
UPWK,Communication Services,Internet Content & Information
RDNT,Healthcare,Diagnostics & Research
EGRX,Healthcare,Drug Manufacturers—Specialty & Generic
ATLO,Financial Services,Banks—Regional
NWS,Communication Services,Entertainment
NVEC,Technology,Semiconductors
GS,Financial Services,Capital Markets
KTB,Consumer Cyclical,Apparel Manufacturing
LOW,Consumer Cyclical,Home Improvement Retail
POWL,Industrials,Electrical Equipment & Parts
ZNTL,Healthcare,Biotechnology
PBPB,Consumer Cyclical,Restaurants
FWRG,Consumer Cyclical,Restaurants
HBAN,Financial Services,Banks—Regional
EVTC,Technology,Software—Infrastructure
VST,Utilities,Utilities—Independent Power Producers
MGNI,Communication Services,Advertising Agencies
AIZ,Financial Services,Insurance—Property & Casualty
HOLX,Healthcare,Medical Instruments & Supplies
BIPC,Utilities,Utilities—Regulated Gas
MDB,Technology,Software—Infrastructure
DOW,Basic Materials,Chemicals
PLMR,Financial Services,Insurance—Property & Casualty
WK,Technology,Software—Application
CSR,Real Estate,REIT—Residential
VREX,Healthcare,Medical Devices
TFIN,Financial Services,Banks—Regional
NVR,Consumer Cyclical,Residential Construction
CBU,Financial Services,Banks—Regional
J,Industrials,Engineering & Construction
VZ,Communication Services,Telecom Services
MPX,Consumer Cyclical,Recreational Vehicles
UNTY,Financial Services,Banks—Regional
DFH,Consumer Cyclical,Residential Construction
IRT,Real Estate,REIT—Residential
VRSK,Industrials,Consulting Services
INFU,Healthcare,Medical Instruments & Supplies
ATI,Industrials,Metal Fabrication
SVV,Consumer Cyclical,Specialty Retail
KKR,Financial Services,Asset Management
PTCT,Healthcare,Biotechnology
SCWO,Industrials,Pollution & Treatment Controls
FSR,Other,Other
MGRC,Industrials,Rental & Leasing Services
ARI,Real Estate,REIT—Mortgage
OPTN,Healthcare,Drug Manufacturers—Specialty & Generic
CNO,Financial Services,Insurance—Life
CRGY,Energy,Oil & Gas Integrated
CLBK,Financial Services,Banks—Regional
ZYME,Healthcare,Biotechnology
MGEE,Utilities,Utilities—Regulated Electric
VRNS,Technology,Software—Infrastructure
DM,Technology,Computer Hardware
YORW,Utilities,Utilities—Regulated Water
COUR,Consumer Defensive,Education & Training Services
PKOH,Industrials,Specialty Industrial Machinery
TSBX,Healthcare,Biotechnology
RVLV,Consumer Cyclical,Internet Retail
CFFI,Financial Services,Banks—Regional
MNSB,Financial Services,Banks—Regional
RRBI,Financial Services,Banks—Regional
VOR,Healthcare,Biotechnology
PATK,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LULU,Consumer Cyclical,Apparel Retail
VGAS,Utilities,Utilities—Renewable
LZ,Industrials,Specialty Business Services
REGN,Healthcare,Biotechnology
GRPH,Other,Other
OTIS,Industrials,Specialty Industrial Machinery
CNS,Financial Services,Asset Management
AUR,Technology,Information Technology Services
PGR,Financial Services,Insurance—Property & Casualty
COST,Consumer Defensive,Discount Stores
RSG,Industrials,Waste Management
FRGE,Financial Services,Capital Markets
ZWS,Industrials,Pollution & Treatment Controls
FBNC,Financial Services,Banks—Regional
WNC,Industrials,Farm & Heavy Construction Machinery
GOGL,Industrials,Marine Shipping
EVGO,Consumer Cyclical,Specialty Retail
SNPS,Technology,Software—Infrastructure
AMEH,Other,Other
GRTS,Healthcare,Biotechnology
MHLD,Financial Services,Insurance—Reinsurance
SLG,Real Estate,REIT—Office
SIG,Consumer Cyclical,Luxury Goods
URI,Industrials,Rental & Leasing Services
ABBV,Healthcare,Drug Manufacturers—General
BMY,Healthcare,Drug Manufacturers—General
BCPC,Basic Materials,Specialty Chemicals
WSBF,Financial Services,Banks—Regional
AKR,Real Estate,REIT—Retail
HVT,Consumer Cyclical,Home Improvement Retail
SYK,Healthcare,Medical Devices
MVST,Industrials,Electrical Equipment & Parts
MYPS,Communication Services,Electronic Gaming & Multimedia
VMEO,Technology,Software—Application
RCL,Consumer Cyclical,Travel Services
FRST,Financial Services,Banks—Regional
OFLX,Industrials,Specialty Industrial Machinery
EDIT,Healthcare,Biotechnology
RLJ,Real Estate,REIT—Hotel & Motel
VUZI,Technology,Consumer Electronics
ARKO,Consumer Cyclical,Specialty Retail
DTE,Utilities,Utilities—Regulated Electric
AVIR,Healthcare,Biotechnology
PETS,Healthcare,Pharmaceutical Retailers
AORT,Healthcare,Medical Devices
CATC,Other,Other
CLSK,Financial Services,Capital Markets
PODD,Healthcare,Medical Devices
CLDT,Real Estate,REIT—Hotel & Motel
TGNA,Communication Services,Broadcasting
COMM,Technology,Communication Equipment
VIAV,Technology,Communication Equipment
XMTR,Industrials,Specialty Industrial Machinery
OCN,Other,Other
GPN,Industrials,Specialty Business Services
KIDS,Healthcare,Medical Devices
KOP,Basic Materials,Specialty Chemicals
SLP,Healthcare,Health Information Services
QLYS,Technology,Software—Infrastructure
TPIC,Industrials,Specialty Industrial Machinery
DRH,Real Estate,REIT—Hotel & Motel
CCI,Real Estate,REIT—Specialty
VVI,Industrials,Specialty Business Services
MITK,Technology,Software—Application
SR,Utilities,Utilities—Regulated Gas
SMCI,Technology,Computer Hardware
NHC,Healthcare,Medical Care Facilities
ADM,Consumer Defensive,Farm Products
ELV,Healthcare,Healthcare Plans
RRGB,Consumer Cyclical,Restaurants
BBAI,Technology,Information Technology Services
UTL,Utilities,Utilities—Diversified
RUSHB,Consumer Cyclical,Auto & Truck Dealerships
CNMD,Healthcare,Medical Devices
EVEX,Industrials,Aerospace & Defense
MRVL,Technology,Semiconductors
BBW,Consumer Cyclical,Specialty Retail
CRL,Healthcare,Diagnostics & Research
BKR,Energy,Oil & Gas Equipment & Services
WOW,Communication Services,Telecom Services
DNOW,Industrials,Industrial Distribution
ADBE,Technology,Software—Infrastructure
DFS,Financial Services,Credit Services
NEWT,Financial Services,Banks—Regional
PDCO,Healthcare,Medical Distribution
TRDA,Healthcare,Biotechnology
TSQ,Communication Services,Advertising Agencies
GDDY,Technology,Software—Infrastructure
ELA,Consumer Cyclical,Luxury Goods
B,Industrials,Specialty Industrial Machinery
BRT,Real Estate,REIT—Residential
PACB,Healthcare,Medical Devices
PSX,Energy,Oil & Gas Refining & Marketing
MRC,Energy,Oil & Gas Equipment & Services
EQBK,Financial Services,Banks—Regional
CZR,Consumer Cyclical,Resorts & Casinos
CDXS,Healthcare,Biotechnology
PRST,Technology,Software—Application
HEAR,Technology,Consumer Electronics
KLXE,Energy,Oil & Gas Equipment & Services
SMMF,Other,Other
NEM,Basic Materials,Gold
WFRD,Energy,Oil & Gas Equipment & Services
GORV,Consumer Cyclical,Auto & Truck Dealerships
XHR,Real Estate,REIT—Hotel & Motel
PDM,Real Estate,REIT—Office
TRC,Industrials,Conglomerates
MGM,Consumer Cyclical,Resorts & Casinos
ORRF,Financial Services,Banks—Regional
